pumpid,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
A/02/15,1395,1815,NA,NA,697,NA,NA,1942,NA,NA,NA,NA,NA,NA,NA,NA,1578,250,288,1244,NA,NA,NA,1490,1089,2446,1920,NA,427,1119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1495,1558,316,996,1979,NA,NA
A/02/26,6718,3314,4579,5614,2542,6309,5307,5980,5627,6196,6116,5414,236,8243,9235,6813,8582,4659,4130,6795,7752,3998,3131,5949,8664,8135,6777,7975,7505,6834,6659,7790,9842,9173,8436,8778,8948,11280,10671,9872,8371,12628,11584,8625,9059,8622,9009,10877,13281,7421,NA,NA
A/03/09,15816,7972,15311,12538,4369,16456,16539,16652,13231,21172,19892,13977,610,6821,15640,9116,10460,10982,4634,4973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/03/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/03/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/03/16,16635,7813,7506,10626,4891,9562,13141,12673,17432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/03/26,13689,8431,12887,13556,5413,11720,12931,13049,10259,13934,12081,10070,1564,13648,10895,6761,8708,8542,6667,8849,8652,4613,4038,7457,9850,9363,8548,8490,9711,8640,10276,13764,11711,11147,10659,11989,12140,13152,11862,13409,11132,10922,13733,11656,7111,9155,11488,15557,6129,NA,NA,NA
A/04/09,24559,14374,20378,21008,8788,21751,22683,23829,19242,25996,23022,17099,1313,12337,22596,12610,16923,17284,10575,14692,17661,10979,7553,14205,16497,18309,13206,13897,15807,14666,16176,17236,18488,17586,19422,21507,18566,22538,23252,22889,20784,19590,19873,17975,17336,19772,21861,24180,27544,14138,NA,NA
A/04/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/04/11,265,219,700,1386,1088,1219,1772,1458,1834,1444,2100,1731,634,393,1157,374,509,727,1573,1634,1918,1287,1176,1298,1182,879,793,746,1135,2373,2323,1947,644,1624,1032,783,866,867,905,1072,1676,1659,1764,2687,2489,1963,3072,1349,1959,1893,33,NA
A/04/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/04/14,5540,3156,5,313,2562,7024,11733,15245,10219,7675,6486,5897,1391,2189,13981,8779,5277,8020,3056,5128,5544,2545,2211,4431,4617,3853,3647,3219,4137,6879,6097,5234,3189,2614,3545,6857,7226,8074,7772,7687,7340,6567,12246,11483,10037,7443,5350,7794,5959,NA,NA,NA
A/04/15,NA,NA,NA,NA,NA,NA,NA,4,15,37,5,3,1,NA,12,2,15,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/04/16,29481,18421,27693,28452,11526,29464,30795,33166,30020,29572,30604,20406,NA,21758,30785,15849,24805,20758,15695,21140,18240,11376,12809,17190,19858,17066,15358,18438,17463,19393,18420,22564,19826,16620,18251,17722,18054,18562,15897,16444,16049,18802,17897,15665,16047,18442,23686,22306,21198,5372,NA,NA
A/04/26,4206,2898,3736,3681,4220,10047,1812,1159,2801,2291,4959,3818,NA,12286,5619,1101,2485,1876,1615,2161,3470,1484,1311,NA,NA,25,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/04/27,NA,NA,NA,NA,NA,NA,NA,NA,NA,930,741,2660,NA,NA,1094,NA,1030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/05/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,12294,3517,NA,6512,1017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/05/10,16749,11427,14904,15285,6780,14618,15212,16128,17471,20193,18985,14605,1499,9233,18800,10378,11114,10807,7618,11942,12555,6518,5369,9682,11033,13476,8886,11680,11606,11451,12007,13465,14228,13846,15672,16851,4301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/05/11,14280,6760,11319,11639,6001,11937,11613,11566,9027,7679,9677,6759,1456,3519,8837,4823,5099,7637,4950,6563,6295,3394,3773,6274,8339,7660,3541,971,535,4226,5173,5991,4759,4363,4306,5743,3591,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
A/05/12,486,219,830,587,222,688,764,791,972,827,1170,477,NA,634,489,161,305,334,692,807,589,251,8032,13743,933,906,385,165,264,263,430,311,228,1074,672,169,96,212,438,59,252,121,281,115,84,104,133,867,706,179,NA,NA
A/05/13,8031,5267,6792,8257,3372,7913,7867,8348,9451,7439,7424,6516,1317,4537,11526,7610,10299,8796,5053,5935,7103,5118,5673,7702,5021,5828,3567,5385,4952,5116,4903,4753,5161,4499,4906,5641,5137,4529,5796,5578,5321,5251,2965,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/05/14,6158,4724,9565,12638,5321,13976,14268,8664,13690,15256,17637,8746,3701,3335,6750,650,NA,636,1477,4134,6781,2973,3618,6278,7063,6380,5571,4357,5003,6769,6475,5478,5309,5549,5885,5354,3789,2816,7199,9349,9646,8288,2943,NA,3022,1852,2938,2475,2537,2648,35,NA
A/05/26,19,1,3,7,1,15,3,10,25,59,16,39,NA,5,26,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/06/09,22259,13904,23529,24658,9999,24808,25914,25647,26987,28515,24026,17835,2423,10201,24509,13445,14762,14632,10608,12424,16625,7107,9069,15847,17400,17771,15226,14114,19832,18003,19771,17855,17876,18857,19356,20926,18113,22414,24169,21343,22245,22667,20253,19,NA,NA,NA,NA,NA,NA,NA,NA
A/06/10,28536,17408,29345,32472,17248,26300,35769,36906,22011,37715,33938,27121,7160,9681,33858,21483,19832,26079,16032,21012,23928,15463,15126,21004,24053,21972,21932,20659,27073,26185,25416,28333,28200,27821,29198,29136,27127,27885,29450,31085,28931,27467,25588,20235,24265,25405,28913,33444,32660,29117,3424,NA
A/06/12,14464,8554,13387,13886,6318,14971,17119,18205,15209,3749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/06/13,6954,5874,6486,7845,2829,7216,5955,7695,5959,7235,7428,5392,245,4394,6646,1993,6142,6274,5650,7072,8430,4846,9040,11813,14958,16312,10999,15209,16708,17969,16607,22076,23029,21275,22567,21344,21669,21971,23891,22518,5029,NA,1885,539,NA,NA,NA,NA,NA,NA,NA,NA
A/06/14,47091,12490,33352,16498,18568,15769,54024,17886,31017,27700,26165,24527,4078,16580,36175,18821,22480,23226,17767,22675,27104,11721,12530,21503,27171,26249,21251,23595,24371,28594,25516,30897,29521,26904,29258,30441,29490,36686,33007,19509,32505,34168,38374,33306,27839,33292,27230,30866,32202,25971,NA,NA
A/06/16,9413,7457,11310,12671,6848,13208,14986,15572,15931,10583,13882,11927,NA,8246,11825,6851,9412,8319,6018,7523,9058,3007,2813,4533,5368,7186,4333,6322,7353,8817,5772,6276,8839,9275,11728,12298,13780,15783,16423,15749,15939,13758,15508,13167,8753,7399,7863,5170,6718,3592,NA,NA
A/06/26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/07/09,NA,NA,NA,NA,4984,19780,27632,31193,31673,33374,28985,30676,3489,13995,27268,14731,18610,20107,14507,17253,22478,9504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/07/11,10718,7309,8755,11186,7068,8198,13287,10876,8621,7832,4835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/07/12,13133,9909,15356,17276,5786,16060,17990,17611,15658,16268,19068,15030,2194,9728,17804,9291,9632,9933,9401,10714,11133,6754,7282,11068,11540,11266,9273,9510,9378,13270,12920,10792,11598,10118,13555,14099,13076,11972,12812,18909,16030,17985,15716,14779,10638,10614,11580,10871,12614,4921,NA,NA
A/07/13,12859,9379,14811,15036,5202,3395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6955,11751,8018,1049,NA,2372,10006,9800,3873,5044,2542,8512,6334,5331,4896,7810,10087,8481,9294,10566,7209,7717,10724,9658,11733,6846,11033,9449,1,NA,NA,NA,NA,NA
A/07/14,5773,3998,5778,7396,3293,6738,6710,9364,7562,6201,6800,5199,1458,1240,8306,7542,6073,6831,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/07/26,4019,3146,4494,5085,1752,2865,177,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/08/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/08/12,2719,2804,3415,5519,2939,5202,6565,7916,5991,6437,6369,4198,904,3397,6207,2053,3358,3674,2933,2628,3525,1831,1884,2711,5082,4950,3660,3151,3650,4561,4065,4248,4018,4683,4549,3943,3890,4969,3855,4651,3528,4595,4482,4012,3657,3517,2801,3716,3699,2069,NA,NA
A/08/13,13763,7466,14460,14070,6635,15019,15886,17375,14314,13604,13142,11913,2216,5520,14698,10029,12105,9912,7121,9765,9968,5641,5688,9131,11054,10486,8786,9706,10854,10688,10695,13496,13070,11831,15233,13823,12931,11947,11295,10280,11197,10106,9367,10128,9444,9805,10542,12159,12348,7553,NA,NA
A/08/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/08/16,11866,7829,11517,14584,10455,10272,15478,19915,18004,16619,15879,12103,6212,1745,12663,9240,7820,9187,8243,10807,10863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/08/26,2267,1562,2747,2558,1396,2598,2824,2304,2811,3027,3395,2483,832,1872,2413,2470,1302,2236,792,349,912,NA,NA,NA,NA,2,NA,NA,1092,3833,2642,3667,5112,4144,4711,4725,4604,4262,4105,1900,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/09/09,23553,15103,25507,25571,11083,26065,25848,26648,24183,28221,26728,22348,NA,16493,25805,15972,20771,19916,15428,21547,19060,15297,15811,16504,20640,21537,17276,20717,22079,20781,20629,18348,20187,19428,19418,22281,19523,20167,21805,21371,24382,21263,20430,16396,19373,22584,24565,31191,28999,13018,NA,NA
A/09/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/09/12,28,4,27,4,1,12,11,2,5,7,1,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/09/13,16608,9985,18697,16262,6402,14230,14997,13131,14149,14684,11612,5840,458,3488,6560,4607,7200,7718,8250,10722,5984,3399,6191,5057,5527,5499,3697,4850,4720,4680,4812,5319,5461,5742,4966,6113,6957,5153,5872,6559,6536,6133,8606,8852,10032,12902,14442,14972,15570,9979,NA,NA
A/09/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/10/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/10/12,14500,9504,12849,11577,5205,13190,16533,20638,21206,17673,11423,8064,1106,2937,10418,6299,6629,5344,3565,5303,5046,2312,2874,4276,5755,4762,4559,4515,4366,5819,5269,7127,7111,6044,6649,7494,7001,8829,6950,6813,6739,6973,7701,7339,168,NA,NA,NA,NA,NA,NA,NA
A/10/14,17618,11354,18681,14670,13664,19224,19162,19706,25885,23945,26171,17524,4629,11021,33876,13868,15729,15260,9789,10337,10383,5231,5404,11257,20469,18495,9495,11696,12801,13479,13545,14738,13692,14384,14703,15024,18224,19442,16731,18286,21388,20996,22130,20659,16777,16411,19134,17507,23390,6610,NA,NA
A/11/10,26489,19080,29137,25333,9105,16279,19639,9161,341,7453,10981,5451,23,5,11,12,5,1532,3287,4616,5661,3741,3757,10972,12482,11130,11769,10404,13572,12238,14004,14698,15398,17569,16312,16470,15944,16270,17437,19613,15766,12299,12771,11698,11577,12333,11564,14514,15061,14046,1552,NA
A/11/11,1514,1301,1828,1950,501,2234,1545,4172,2821,2418,2193,1908,64,612,1648,821,2928,2365,896,458,785,550,222,1151,1219,498,554,542,426,1457,720,759,1287,6872,4299,3743,5297,4014,4878,3988,3512,4859,7558,6644,10259,4355,4835,4621,4739,3134,NA,NA
A/11/12,33,6943,13808,15114,5755,14902,15338,18982,18404,17493,16489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/11/15,NA,74,694,1110,407,557,176,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,18,422,NA,1,NA,NA,NA,4,9,7,3,663,NA,NA,NA,NA,106,NA,NA,NA
A/12/10,12953,6718,11353,10194,5436,11705,13542,13116,13033,11766,9546,7962,958,3966,9228,5678,9972,10558,7117,9221,19469,6900,9459,15916,13941,18450,11782,15138,16694,18289,18519,21768,16985,20413,20934,23128,22021,24352,24915,23898,24560,24771,20896,17820,15653,14510,18299,19882,20723,4295,NA,NA
A/12/12,6509,3949,6492,4190,1957,4185,5305,4179,3029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/13/11,192,509,1182,2707,2203,3314,3422,3776,80,38,18,619,1458,14,1318,143,167,1165,1556,2214,3020,1473,1452,1681,1397,1308,1581,1206,1175,2585,3341,1820,768,747,1044,1153,834,3256,2986,1813,4005,4734,2979,3850,4600,1828,4599,4371,5218,7791,2447,NA
A/13/12,1735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/14/10,8831,5967,15027,17807,15338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/14/11,9333,6862,9025,8055,3526,8297,8561,10460,9908,10642,11116,8894,408,5657,8836,4762,6872,6079,4002,5383,6610,4337,3803,5261,7844,6642,5738,8275,7682,7713,7057,6897,6393,6729,6527,6712,6714,7902,7443,6904,6928,7269,6541,7382,6457,6101,7155,7799,7472,3931,NA,NA
A/14/12,17557,5582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8011,16528,18491,20267,20932,18279,7370,7709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/15/10,12183,6577,8660,9298,3873,11363,11673,11962,8628,14575,12243,7668,1036,4647,11114,7558,8461,7686,1066,6031,8638,1132,NA,2060,875,NA,NA,NA,NA,NA,979,984,6046,2880,NA,NA,3510,1061,7907,10184,8413,8452,8208,7512,6815,7928,8310,11017,10429,5920,NA,NA
A/16/10,36315,18346,29639,28627,9181,33278,40467,29770,17114,27632,29138,17170,3468,9042,33607,23187,26495,31386,14147,23721,31538,17769,16329,24717,34503,38335,31970,29512,34442,26943,29434,31366,29763,34380,39714,30400,34103,37296,36107,22281,23948,21669,22855,12166,15596,17848,19110,18226,1724,NA,NA,NA
A/17/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,920,549,1454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A/18/10,21035,10939,15988,15541,5616,16634,20579,16009,11392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/02/09,5761,2622,6457,4913,2354,4029,4892,4997,4008,5128,5928,4885,863,3332,6536,4854,5570,5534,2759,3695,4526,2036,2036,3591,4449,4440,3627,4604,4928,5269,5387,5452,4454,4642,4780,4472,4209,5243,5131,5916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/03/09,11150,9570,11064,14458,6563,12927,14426,14488,12897,14747,14716,12181,1759,5353,16278,9232,13441,7895,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/08/09,9922,5776,10271,9938,6002,14269,12814,12659,16359,15421,15765,13534,2625,4299,13792,9123,10877,10724,8207,10071,10615,5678,6873,8857,9290,10852,8531,8179,10302,9325,9858,9825,9664,8672,9310,9184,9006,8821,10069,10457,12110,12027,12401,10546,10862,11298,10437,12528,13224,8599,NA,NA
B/10/09,813,672,2857,16895,13885,18306,28943,35629,41521,19381,48768,51786,17659,21888,18656,683,452,4046,26489,34694,43384,14969,19858,35053,17636,21936,18660,19540,22082,18440,24996,2766,73,92,1158,11848,7002,10630,1091,1020,10817,13849,12221,13328,9977,10262,4127,1721,627,2822,752,NA
B/100/22,5,5,1,NA,2,2,3,2,3,3,4,NA,NA,NA,2,2,4,4,3,1,9,NA,2,2,1,6,1,1,4,4,1,4,2,3,3,2,1,1,1,1,11,15,1,1,6,1,2,2,2,4,NA,NA
B/101/22,4,2,7,1,2,1,NA,1,7,1,5,2,1,NA,838,821,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/103/22,6370,3995,6790,7106,3601,8359,7450,7050,10728,6113,12,NA,NA,3114,12047,3210,4828,4828,3341,4768,3666,2140,3303,4928,5469,4422,3194,4583,3978,4606,1326,6609,4109,4683,5027,4568,5042,5641,3703,1350,7911,6860,1463,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/104/22,11023,4395,7447,7560,2945,9663,7481,9158,8546,7052,7610,6381,986,7714,13749,6441,4607,3696,3242,3376,3340,1777,1826,2868,9026,4487,2882,6240,5147,7554,7369,6933,7720,7475,7268,6934,130,48,18,18,14,19,1819,2513,2060,NA,NA,NA,NA,NA,NA,NA
B/106/22,22,31,21,3,1,2,NA,6,NA,NA,1,2,NA,1,NA,NA,4,1,3,3,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/107/22,13895,2208,8848,10859,3402,5794,722,3799,8787,9754,8243,7252,1383,5868,10186,5813,7443,6391,5384,255,NA,NA,NA,4028,7044,7481,4744,5265,4612,4785,4258,4667,4870,5871,6088,6344,6478,NA,NA,2084,5156,5289,5821,1759,NA,NA,NA,NA,NA,NA,NA,NA
B/109/23,8687,6065,8697,9103,3665,10711,9297,11346,15442,8493,8250,8353,680,11200,8587,5027,5768,4575,3995,6147,6101,2459,3512,4096,5200,5495,4225,5268,5905,6008,5912,5890,6091,6963,6314,6880,6919,10667,3196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/111/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
