pumpid,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
B/112/23,181,3237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1280,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,4497,3394,2136,2962,4663,5385,5577,4032,2958,8481,3019,3894,2320,2997,4056,4532,362,NA,NA,NA
B/114/23,9320,5849,11372,14006,5310,NA,NA,NA,NA,NA,12,2,21,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/117/23,2419,4793,7952,6884,3212,7538,6958,7331,8019,8901,8767,5873,NA,26909,9604,4821,8077,7465,10280,13721,12246,6505,13808,12272,25018,14296,12488,15582,16379,16676,5907,9820,8593,7972,8011,7891,9196,10113,9354,10022,8639,9026,12258,6336,1883,4468,2793,3218,6792,717,NA,NA
B/118/23,9123,5893,9114,8659,5118,8116,12337,12078,12527,11545,6597,7049,2029,6399,12256,5587,6598,6096,3488,6660,6997,3224,3541,6252,7226,6803,5591,5243,5879,5637,5572,5858,7411,5544,5690,6962,7235,7480,8421,7610,6586,7891,7235,8880,4220,5353,6766,7992,8743,7482,NA,NA
B/12/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/121/23,8528,7067,11415,9090,4086,10041,9954,8590,9018,8474,9185,7572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/122/23,2093,1729,1656,2030,845,2143,1746,1807,1756,1546,1600,1291,NA,14090,5711,1405,1561,566,755,1773,1251,887,594,1019,1770,2257,1321,1590,1182,2090,1587,1350,3413,1191,1252,1743,1064,1280,1231,2051,2800,9167,4125,1576,1273,1218,1524,1464,3127,1084,NA,NA
B/125/26,2233,1967,2922,2976,1388,1419,2030,1605,3309,2570,3016,3802,283,NA,1,NA,NA,NA,2,3,4,NA,NA,22,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,15,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/126/26,7268,3813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/127/26,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/129/26,NA,NA,NA,551,81,863,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/13/10,7791,3838,9581,11998,4461,9694,10151,12824,11774,9587,10956,9094,2220,5088,9686,8251,8951,8681,7189,7265,7790,4980,4760,6146,5840,6229,4363,6457,6176,8302,6528,6436,5411,5455,5853,4998,5498,6454,5802,7551,8503,7829,9138,9609,8919,9111,6681,6302,7451,9038,NA,NA
B/132/26,4067,2414,3821,2514,970,1468,2078,2537,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/133/26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/134/27,8655,5144,9583,8647,4560,7643,7956,6825,6736,6554,6982,5866,784,9390,13811,6736,5750,4705,2163,4421,4902,2872,2618,4473,5232,10309,6018,5604,5009,7147,5095,5427,9677,5695,4984,5899,8934,8806,8673,9365,8131,3005,8236,2042,NA,NA,NA,NA,NA,NA,NA,NA
B/14/10,18550,8917,14946,14493,7537,14857,15491,16031,16126,15968,17952,15034,2779,6015,16854,10983,13839,13119,8461,11017,11096,6442,4653,8763,11094,11241,12412,11139,12651,10890,11420,12085,11292,11133,13655,16946,18589,18065,16625,15449,16347,16124,13286,11646,12601,14074,15592,15016,16963,15041,NA,NA
B/15/10,11157,6423,12173,13078,5447,13095,13354,12653,14040,14868,13420,8467,733,6036,11470,6371,7841,6903,3653,4985,5479,2666,3078,3313,4966,5859,4071,5287,4905,4628,5129,6406,5349,6035,5785,7474,8491,11034,10690,11285,11287,10372,10840,9310,9306,8099,8542,10838,20042,10933,NA,NA
B/16/10,1988,1381,1632,2175,909,1940,2337,2457,2449,2341,2454,2104,217,1171,2410,1540,2129,1783,1497,1422,1836,1063,1311,1332,1853,2046,1472,1744,1762,1885,1623,1796,1637,1688,2119,1805,1950,2800,2131,2172,1761,1751,1809,1934,1882,1768,2067,2195,2002,1188,NA,NA
B/17/10,11426,7174,12103,12026,8952,8586,13159,13511,13520,12406,14361,12697,5541,1987,13272,13241,10635,12642,7385,8376,9528,6189,6311,9102,9333,9700,9607,7952,9644,9320,9451,NA,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,8,NA,103,61,258,735,NA
B/18/10,4256,3109,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/21/10,10657,7978,12881,14822,8500,13552,15385,16067,15226,14866,15376,15768,2723,4939,16376,10836,13669,12381,7282,9461,9765,4681,4431,9045,8588,8392,8261,8417,9020,7096,7540,8708,9063,8620,10042,9856,12244,11327,11634,10800,10411,9015,9161,8495,7959,9224,9033,9844,8930,9896,5,NA
B/24/10,8193,6624,9066,8531,4064,7301,8138,9245,10750,10044,9342,8724,2284,2802,8961,6247,7805,7761,3848,5019,6453,3200,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/28/11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/33/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/34/11,13581,8969,16768,17684,9250,21638,23494,24241,25292,27867,24864,9978,1027,6383,13974,7715,7629,6185,1815,3183,4624,1121,2406,3252,3885,4008,2825,4245,3323,3648,2262,2343,2684,3408,2741,4482,3069,4377,4632,4546,4459,4183,5548,3726,1453,NA,NA,NA,NA,NA,NA,NA
B/38/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/39/12,15794,10375,18675,23371,10965,27168,31876,30437,29605,29895,29370,11732,NA,15438,22369,16985,16879,12117,7621,9912,11374,5729,5993,9799,11086,11226,8118,11993,10263,10308,7187,8939,11659,16631,17882,20241,2425,NA,1,NA,NA,NA,NA,NA,NA,NA,222,33,NA,NA,NA,NA
B/40/12,25466,18366,33812,32982,14908,31363,35322,38721,39370,39068,31117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/42/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/44/12,32117,19993,35206,34076,22694,33181,50331,59107,56452,60193,58501,40529,9054,12639,41429,30763,25344,33614,15024,23146,34057,15490,12935,25690,30494,28516,6480,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/45/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/46/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/47/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/49/13,1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/50/13,4337,2604,3981,4128,2303,4256,4641,5054,8559,9604,6984,4066,726,2593,4092,2716,3590,2680,1652,2744,3674,1159,1652,2730,3370,3733,2579,3942,3440,3984,3211,3868,3467,4018,4098,5946,4638,5414,6385,5784,5601,5603,4253,6326,4533,1893,3458,1890,1005,1124,NA,NA
B/51/13,18761,13380,28530,26707,13763,31854,42876,41560,36380,34093,45141,41410,8816,22183,41554,33317,28800,36559,22745,35901,46177,11659,12599,25985,37879,36903,24865,31373,35266,31963,17490,18918,21882,23781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/52/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/56/14,22526,16807,27735,31437,15563,35821,37843,40336,41601,45804,44010,51046,2465,27745,35269,21221,25608,35220,22470,34303,34219,9457,23586,27240,39244,32333,21367,32624,28373,24287,14694,18346,22555,24239,25937,40030,30493,34137,35609,37437,30267,37008,46046,46096,22362,7347,18242,20949,27752,1986,NA,NA
B/58/14,1339,789,3453,4935,2108,5863,6385,7977,7309,8562,8421,3700,NA,2973,1365,778,238,NA,1,NA,100,1,NA,NA,NA,NA,923,936,1183,2061,716,892,1071,1249,1381,2954,1821,1491,4153,6,2574,3198,5910,6673,19,NA,NA,2746,3034,906,NA,NA
B/59/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/60/14,10319,7616,15115,14932,10666,14475,17611,24055,27853,28552,30693,10122,525,11194,20541,8123,10616,14333,7434,9377,16794,1459,5984,10794,11349,9639,7388,12837,14777,15911,4761,7242,9387,16812,18618,28766,30828,35161,37832,36286,23563,29543,35752,31237,11194,4985,12242,8987,33163,22855,NA,NA
B/63/14,56203,36511,35917,54206,20768,58124,63997,66306,68026,71038,67869,56491,4544,36646,41304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/65/14,12927,7003,9790,9817,4877,10238,11833,11427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/70/15,23433,16309,28301,29847,10601,36496,29276,25411,25434,25179,22373,11760,NA,16190,24924,15061,22928,17447,11923,23935,20155,7716,15206,20486,19534,18469,21825,19826,11084,10702,6960,12807,11402,15658,16666,13430,16110,19715,17689,19550,13021,21517,26868,6129,NA,NA,NA,NA,NA,NA,NA,NA
B/80/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/81/16,3318,2454,3631,3369,1863,3621,3317,4437,1285,2175,1662,653,NA,1180,2153,1715,2653,2378,1391,2890,2839,1096,1575,1407,3242,2440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,958,3444,1224,1,NA,NA,NA,NA,NA,NA,NA
B/82/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/83/16,57,NA,9,NA,NA,548,221,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/85/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/87/16,1475,1183,1989,3767,1701,3794,5110,7713,12016,15400,17601,13454,1732,5934,9044,3142,3370,3974,1773,4607,5650,1307,622,720,1152,1160,1107,1118,1822,1856,963,1125,2472,2044,2215,3001,2746,4462,4761,4301,3962,5676,10568,16012,5570,1465,1443,2092,3297,2261,NA,NA
B/91/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/96/22,2125,1046,2152,2498,1428,1867,2627,5691,4317,3210,2048,2119,784,984,9473,1914,2072,3846,2049,3342,3838,2851,2114,5242,6320,7009,7000,6699,8191,6163,6335,3662,1697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/97/22,23206,13068,24493,25938,10365,28754,29146,33002,28809,27745,29451,19196,1813,26400,29540,14450,21946,17082,17368,21229,19365,6895,11217,16891,20219,15989,12325,18824,22260,21319,19327,28085,24054,26908,24300,5430,NA,NA,NA,2,3195,18119,13148,20932,11146,13241,17997,14641,15350,11033,NA,NA
B/98/12,18312,10847,18873,19310,8954,20417,20465,27089,22403,22203,22165,17429,3005,9972,21892,13202,17841,14901,11187,15594,17526,8403,11070,14513,18353,17777,4903,NA,9603,13223,12229,14512,14327,12538,12696,13369,14068,15261,18760,15702,13510,12758,11833,18008,12556,11754,14109,15193,17685,12961,NA,NA
B/99/22,5336,3559,5860,6066,2352,5588,5618,8719,8836,5855,5933,4876,418,8421,7935,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/02/09,34025,24101,31823,26785,11856,31051,55024,70552,67009,57114,41454,31608,NA,23482,30386,23162,26656,21106,19115,22205,25175,13447,10966,16360,28571,32496,25592,30292,4464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/03/09,51949,34382,40203,34978,19064,35014,46113,59171,58560,57297,45444,40450,9348,13111,39946,24831,27109,31336,20970,28006,29610,20401,17680,28201,37037,34254,30972,30370,35546,37080,38947,42017,39991,39439,36629,37991,31442,38810,38983,38745,38270,32152,29736,27010,25847,26825,34471,38816,40845,19586,NA,NA
C/03/12,8148,7685,11153,13894,6917,10407,12999,13149,12132,11662,14472,9052,2173,2450,6638,4113,4175,7927,1422,3907,6371,2104,3815,3468,4466,3907,4198,2547,6149,11867,11986,14465,12924,5557,4877,5372,6260,7384,7169,9235,8574,4305,8596,6333,6383,3161,5528,7161,8276,7082,NA,NA
C/04/09,8610,6265,5465,5059,2646,5851,5817,6487,7370,8252,5731,5000,235,2852,5110,2956,3744,4427,3476,4373,4994,3068,2341,3622,4449,4578,3865,3404,3751,4201,4272,4150,4437,4485,4465,4443,4887,4918,4820,5064,4893,4104,4236,3857,4770,4928,5176,5097,4596,684,NA,NA
C/04/12,17147,7587,14583,13165,7131,13268,15082,15626,14589,14903,13568,9126,1464,4762,12289,7874,8552,8832,3239,5037,8192,1725,3826,7469,7930,9058,9912,6003,8160,7442,6986,9450,11656,11233,9362,12263,9610,12599,12725,14133,14514,8795,9820,8277,44,NA,NA,388,15,NA,NA,NA
C/05/09,20621,13241,15752,16517,7144,16361,17696,24678,24164,23069,18422,18438,1556,7330,15439,10440,12637,14307,11730,13845,14182,6641,8489,12381,13666,13285,10171,10823,14863,14185,15777,15717,13914,14108,11734,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/06/09,10527,10560,8034,7291,5147,5026,10551,20402,22032,19593,14595,10572,2130,3033,9149,4744,5009,5660,4416,5768,8283,7557,3535,6218,7992,8332,8557,6553,8163,8345,11185,10556,10781,10901,9231,9918,7996,7693,7614,8107,7643,7287,7093,5851,7478,8102,7957,7474,9157,8123,1219,NA
C/06/12,7721,4643,6136,5685,2645,6349,7210,6967,9367,7533,6862,4370,613,2739,6382,3367,4570,4067,1380,3016,4518,586,1923,3982,3873,5657,3767,4373,6232,5322,4509,5985,6344,6102,4954,6284,5324,7049,6278,5978,4429,4987,8184,5162,3549,2901,4998,6629,5500,2729,NA,NA
C/07/09,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/07/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/08/09,1162,3253,11868,12871,8062,7721,10709,15383,8711,13277,10942,7892,1599,3111,9655,6900,7020,8461,5066,6315,8240,4277,2952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/08/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/10/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/109/21,16,14,36,51,23,53,47,43,45,46,23,NA,NA,11,5,2,1,NA,NA,2,NA,NA,2,10,6,4,NA,5,1,3,NA,11,8,5,11,14,13,17,14,10,1,10,6,2,NA,2,3,9,16,2,NA,NA
C/111/21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/119/22,2543,899,246,1872,871,2317,2895,3154,482,1326,1316,NA,NA,472,1266,1024,1914,1782,361,861,935,148,689,886,1000,1974,1320,1346,1882,1434,1561,1819,1828,1871,1789,2715,2466,2706,2426,3218,2400,2015,2811,2130,669,1181,1609,2261,4452,1535,NA,NA
C/12/10,35,7,6,1485,2962,2628,5186,6183,645,6495,3358,3750,14,1,25,2,101,16,21,24,1231,6,2,34,3,6,1,42,4,8,29,4,8,37,5,25,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA
C/12/12,12183,6841,13441,12459,5575,14197,13239,15631,18061,18331,19697,11067,1976,6638,19499,5548,11069,8729,5004,7747,10709,1565,6524,9556,12796,14099,7635,7422,7252,10110,9931,14094,16091,14038,15846,19620,16659,4359,8852,5829,5170,4724,4261,3254,3152,1922,3955,9365,9234,4474,NA,NA
C/120/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/122/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/123/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/125/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/13/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/13/12,1342,359,3546,3693,2396,6830,8140,6791,4852,9076,8515,5590,NA,1491,2051,683,205,NA,415,389,1363,67,19,475,849,962,1471,1257,1320,666,424,2049,797,3586,1625,2382,3212,4679,1111,2567,3296,1880,2645,943,NA,NA,NA,NA,NA,NA,NA,NA
C/130/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/136/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/137/26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/138/26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/14/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/145/27,1760,811,1708,1585,704,2173,2044,2238,2159,2217,2613,1501,241,1110,2901,1276,1386,1492,629,1168,1660,394,884,1489,2134,1976,1470,1474,2249,1657,1636,2081,2565,1827,2730,4378,3674,3033,2781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/15/10,4131,3081,3689,3583,2421,3643,3141,3329,3058,3462,3073,1734,670,935,2482,1073,1679,1916,674,893,960,400,419,1440,1661,2162,1778,1265,2176,2385,2033,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/16/12,13799,8928,13954,14879,6471,14643,16000,16388,16560,19277,17400,7688,343,3381,11907,7677,6490,7824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
