pumpid,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
B/99/22,8989.75,8549,8985,7872,8776,8469,8595,8652,8431,11245,8478,8304.333333333334,7770,7810,6093,7551,6709.5,7035,4188,5283,4448,6200,7779,12246,9669.333333333334,3515,4856,3933,4593,4521,4309,4384,4865,4218.666666666667,4536,4485,4405,4488,4762,4917,5727,4657,5334,7246,4033,5500,4360,4558,7986,9414,5017,5991
C/02/09,NA,NA,0,0,14,7,17,0,4,0,27,0,0,7,7,6,5.25,0,0,10,0,3,10,11642,14588,9146,14028,11139,10079,8570,8022,10088,10472,9228.333333333334,18119,14488,11538,21049,18800,17201,8339,15008,14909,18937,14813,15175,23154,44890,21267,33557,25182,31465
C/03/09,41867,40633.833333333336,NA,NA,NA,41438.833333333336,38659,35253,39617,37593,33726,31713,29595,35028,31413,30470,31799.25,28017,16542,24727.5,26154,31830,30692,32154,32632.833333333332,21482,37416,31908,31823,32835,23497,33118,29984,29068.666666666668,31384,34676,31327,29669,30847,32979,22515,27896,32449,34032,24746,29846.25,42200,58693,40898,49605,39033,43374
C/03/12,9065,11235,12131,12726,11457,12409.6,8701,13760.6,12561.5,12909.75,12776,8324,9696.166666666666,8920.333333333334,5646,8239,11054.75,7055,1768.6666666666667,6513,3464,6926,7511,6924.166666666667,8706.6,3245.2,6277,5868,5984,9587,4700,5269,6706,3140.6666666666665,8627.5,5881,8884,9342,7107,11923.333333333334,8033.666666666667,6740,13110,11772,6503,7693,8822,11095,7507,9747,13508,16122
C/04/09,5993.75,5721,7980,NA,NA,5723.666666666667,5944,6188,6446,8697,6208,4913,6655,7174,7320,6169,6331.5,5459,6079,5229,5143,6608,5985,7960,6449.8,5554,6724,6224,5852,5087,4074,5093,5357,6311.666666666667,5923,4873,6262,6396,6927,6692,5285,7375,6923,7488,6325,7075.6,10171,15235,9285,9646,5705,5936
C/04/12,11032,10995,4994,10612,12380,14025,12353.833333333334,13044,13386,14604,13358,10534,11391,12525,8553,10405,11704,10261,3255,4692,3906,7752,6987,5678,8342.6,4271,6522,6270,5582,7489,5275,7090,9225,3983,8677,6225.333333333333,6742,7195,10258,11129,7747,7865,11170,9943,6703,8755,11558,14177,9899,10534,12608,15837
C/05/09,25419.333333333332,22088,NA,NA,NA,10182.666666666666,10297,7354,8739,11837,11254,8402,10807,12312,11652,9041,9262.75,8316,4181,5800,6475,9324,9720,8328,8211,6274,8859,6823,8135,8907,6148,8717,10877,10245.666666666666,13663,14461,14413,21061,21001,20436,11758,13939,12999,13120,9882,13069,18254,25372,17648,19809,17980,16429
C/06/09,0,0,0,NA,NA,2691.5,12557,9475,8787,10078,8465,8467,6958,8498,7658,8339,6361.25,7924,4172,7539,6500,8673,8892,8340,10458,9720,10101,11324,6944,4061,3316,3399,5400,5880,3869,6208,4133.5,3551,4546,3711,3021,5063,6418,6650,5260,4091.5,6498,14517,11123,13000,7226,6403
C/06/12,10942.75,11620,10240,10045,10700.666666666666,8337,6771,7298,7921,10412,7731,4676,7823,6988,5165,7433,6700.75,7006,1105,3137,3265,6864,7017,5942,7299.833333333333,3059,6036,4962,5440,7955,4601,5989,7779,3633,8748,6012,7772,8943,9149,10156,7108,8326,11714,9476,7787,13332,14573,9537.5,4964,6283,7151,8220
C/07/09,NA,NA,NA,NA,NA,23590,18517,18251,18715,19645,17289,16848,15104,18206,18065,16950,16943.5,15005,9649,12516,8029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/07/12,12016.666666666666,9929,10073,9077,9175.6,8052.333333333333,9450,9570,13352,14140,10047,8914.5,9795.333333333334,10312,6821,8785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/08/09,NA,NA,NA,NA,16705.5,16624,17663,18194,21467,18345,17769,17249,16841,19095,15879,15729,18579.75,14208,8867,12393,13190,21314,16980,11762,12952.8,8322,11600,10291,11330,10163,7842,10248,11697,9905,11790,10892,11630,10033,10878,11112,6622,6645,10393.833333333334,7308,8662.5,8736,17433.5,19038,11382,10552.5,NA,NA
C/08/12,11034.333333333334,9995,11290,12351,12608.75,10413.2,10781.166666666666,11935,12271,12592,13152,9230,10232,9928,6553,9686,11917.5,8741,1704,2925,3066,6755,6878,7225,9513,2631,6240,6095,5873,8572,4435,6552,8755,5327,11220,6202,7345,7175,9947,10949,6178,9076,11952,10065,4248,8889,11011,13021,NA,NA,NA,NA
C/10/12,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C/109/21,14,9,10,26,39,36,30,36,11,14,5.833333333333333,1,3,0,2,5,8.75,22,0,0,0,1,1,0,4.2,0,0,0,0,0,0,0,0,0,1,0,6,4,8,12,5,2,9,7,0,10,8,15,3,4,7,17
C/111/21,3053.75,3464,4294,6128,6580,6709.5,4940,6632,6304,7535,6433,4440,4737,5929,2253,3128,6450.5,4894,815,944,883,1877,3465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/119/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1691.6666666666667,1498,1450.75,2460.5,3136,1407,1148,NA,NA,NA,NA,NA,2689.4,2370.6666666666665,1631,2852.5,11452
C/12/10,NA,NA,NA,NA,13048,6404,11607,9440,7594,2935.8,8676.5,9731.166666666666,9084.6,8596,7852.6,409,205.33333333333334,64.16666666666667,3799.6,7758.8,6709,7078.75,5014.333333333333,7417.666666666667,5148.5,1565,4907,9308,5498,4925,4653,1319,1204,858.6666666666666,67.66666666666667,2865,18.666666666666668,20,4.2,9.8,0,11.666666666666666,14,12.6,18.666666666666668,2.8,3,0,1.1666666666666667,317.3333333333333,1.75,0
C/12/12,11526.666666666666,9574,11358,12193,12302.5,14593,8609,11305,12576,14226,10420,8102,10204,11813,7452,11288,11618.25,8418,1956,4472,3189,6792,6032,6450,7262.5,2547,5134,4400,5152,6607,4415,5398,6462,4515,8855,5202,7495.833333333333,8171,8552,9486,5598,6730,8942.5,8972.6,6690.6,8627,7233,12090,8748,8549,4913,7569
C/120/22,NA,NA,NA,NA,NA,6524,6386,7700,8722,9646,8724.8,4489.333333333333,5628,6261,4084,5357,4487,4400,1688.1666666666667,2311.1666666666665,1841,3120.25,3731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/122/22,26646.666666666668,24465,18429,19957,19569,26875,21541,29532,32462,34682,29080,20912,28107,33963,10427,34339,38510.5,14148,1183,2998,2318,7206,6294,7808,11034.8,3288,7538,7500,5161,12938.8,2350.6,5089,13216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/123/22,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C/125/22,18088,16019,6069,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C/13/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/13/12,8696.333333333334,9132.2,7019.833333333333,7798,9065,9480,11188.333333333334,11216.8,10024,NA,NA,NA,NA,NA,NA,NA,NA,NA,2247,518,1820,NA,12425,NA,NA,NA,NA,NA,NA,NA,NA,NA,2695,NA,NA,NA,5299,NA,NA,NA,NA,NA,NA,4004,1134,2038.1666666666667,1988,4408.6,2343.6,4396,3227,NA
C/130/23,4749.5,4424,4708,4980,4721,6832,7784,7209,10424,10732,4611.833333333333,5169,6648,8098,4643,4534.833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/136/23,306.25,256,409,132,189,187,163,446,372,150,54.833333333333336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/137/26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/138/26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/14/10,10930.5,9568,10207,9794.166666666666,NA,9990.166666666666,7970,9206,9715,9664,11403,8542,10937,11364,8695,14029,15909.25,11588,4595,8077,6537,10491,9857,8266,10098.2,6306,9192,8961,8640,10623,6455,8872,10966,8306.666666666666,11350,8847,10143,11293,12074,12846,9092,9490.833333333334,12441.333333333334,12169,8251.833333333334,9480,8666,NA,NA,NA,NA,NA
C/145/27,NA,NA,NA,61.25,2961,3134,3584,3306,4929,4897,4206,3316,3504,5599,4048,5563,5407.5,4585,1714,2459,1448,2285,2181,2119,3619,1305,2640,2101,1762,2772,2422,2678,5244,3896.6666666666665,4187,1713,1949,1923,2220,1387,220,396,464,648,386,491,1071,1258,856,1089,1562,2220
C/147/27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/15/10,5439,4088,4940,5411,NA,6711.833333333333,6660,6803,9500,8166,5816,4389,5425,5585,3887,6043,12075,7649,1565,1573,1534,2975,2543,1737.1666666666667,2921.8,838,1954,2126,1489,1990.8,1670,1879,3492,2002,3290,2019,3014,2998,2742,3443,2020,2028,3552,3210,1372,2112,2496,3504,1705,1893,3368,4848.666666666667
C/16/12,16118.666666666666,12350,13154.166666666666,13517,13492.5,16184,11775.75,14503,16110,16540,11308,10201,10323,12294,8872,15855,14150.5,12103,NA,NA,3325,NA,8277.5,9464,8988,3896,7243,6514,7414,9018,5568,8234,10794,9618,11015.2,6323.8,8898.4,8326.5,NA,NA,NA,NA,10994.666666666666,10188.5,3017,11214,11459,14665,7278,10279,9594,15864
C/17/10,4529,4760,5142,5016,4389,5814.666666666667,3968,5909,6880,6198,3079,1504,4375,4525,2136,5280,6856.5,4393,535.5,1053,852,493,875,1472,3316.8333333333335,497,1495,1858,1145,2538,1182,1684,2832,968.3333333333334,3774,1854,2586,2909,3744,4724,1692,1837,3587,4291,1545,1897,2760,6492,3132.5,NA,NA,NA
C/17/13,31910.666666666668,29317,27956,29414,34945,40492,32103,32450,39029,51352,57380,31144,30077,37335,25763,33104,37744,26331,13451,19887,16610,25306,25623,24205,28170.8,17717,23206,21493,20900,24990,18491,17026,20293,15155,26413,16746,25150,25769.333333333332,28905,37898,16917,14169,19424,21006,13017,16874,12104,21923,14318,18788,21283,26014
C/18/10,10251.5,12040,13146,11592,16369.5,13975.5,13968.5,13408.5,16360,13165,11909.333333333334,7603.166666666667,7873,7990.5,5774,8190,6955.666666666667,4586.166666666667,1480.5,3294.2,1316,5530,5061,2895.2,6399.166666666667,3172.4,934.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/19/10,4909.333333333333,3574.6666666666665,3414,3754.3333333333335,3872.1666666666665,3757.8333333333335,2515.3333333333335,3558.8,4098.5,4128,3326.4,1803.6666666666667,2545.6666666666665,2766.1666666666665,1181.8333333333333,1563,1943.6666666666667,1498,550.6666666666666,785.75,626.5,2212,1531.8333333333333,1228,4335.8,1348.6666666666667,1659,1446.6666666666667,1066.3333333333333,2201,1654.8,1176,1667.4,977.6666666666666,1285,905,1722,1888,2037,4511,2013,2159,3110,3519.8333333333335,1439,1386,2594.6666666666665,3013.5,2384,1652,2978.5,4744
C/19/13,0,1499,5104,5940,4496,10175,10085,10551,13782,11976,9949,3618,4421,2762,3457,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6372,6919,3192,1890,NA,NA,NA,2292.5,0,NA,NA,0,0,0
C/20/13,31521,32464,36519,31664,32373,28811,26522,29279,28830,29581,24591,28164,31102,32013,17740,32013,32063.5,22578,5794,5885,3935,7431,6738,5892.833333333333,NA,4074,6149,6973,6391,9748.666666666666,NA,4186,5261,5665.333333333333,7621,5096,9968,7207,9310,12228,7146,6662,13854,12356,3679,7582.75,8300,14396,9629,6675,10906,21425
C/21/13,20050.333333333332,19267,18350,19190,20667,21102,18590,22169,22373,20885,15929,10238.666666666666,12524,12294,7462,12586,18807.25,11168,2901,4444,4537,8616,5801,7748,8552.6,4058,7270,7166,7652,9030,7198.333333333333,7284,9631,7737.333333333333,8896,5878,7922,8791,10699,11386,7604,8604,11053,10936,5939,10085,8836,11361,NA,NA,NA,NA
C/22/11,5806.5,5654,5813,5876,6006,5556.833333333333,5849,5004,6333,6102,5544,5551,6314,5876.5,4885,6245,7932.75,4650,2100,2377.6666666666665,2407,4083.3333333333335,3024,3525,3920,2524.6666666666665,3001,2693.6,2735,4122,2745.1666666666665,3923.5,4728,3077.6666666666665,4361,2811,3902,4453,4277,4441.5,3568.25,3719,4979,4689,3010,3586,4844,5514,4977,4468,4386,6459.833333333333
C/23/11,NA,NA,13168.75,12345.666666666666,12331.666666666666,12484,11347,10179,12420,12147,11571,9472,10977,12099,9135,12584,13581.75,9916.666666666666,3495.8,4319,5443.666666666667,6363,4704,4872,7976.5,3168.6666666666665,5726,6201,7322,7199.5,4127.666666666667,5983,8057,NA,8168,5597.666666666667,6802.6,NA,8876,10201.333333333334,5009.666666666667,6741,7679,5632.666666666667,4158,5023.666666666667,7966,9310,6056.4,7452.2,8368,11301.5
C/23/13,20238.75,21620,17506,17147,29902,19477.5,30624,47941,32061,34609,24942,19899,20489,26395,6589,19708,31795.75,10413,2924,4185,3432,8073,7329,9227,10158.4,4612,8852,8092,9199,11048,4861,7551,8824,8803.666666666666,11662,6486,6767,7451,10344,13344,6095,8699,14331,13414,7351,2383.5,9783,13355,5561,8122,12076,14354
C/24/13,15015,16767,21656,18915,20691,20152,15260,18638,20471,19708,13225,9298,12723,15357,5939,12182,9441.25,5655,1024,1720,2002,3579,2685,3824,5128.2,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/25/11,NA,NA,NA,NA,NA,8512,5699.4,NA,8852.2,NA,NA,NA,7098,7596.75,NA,NA,6652.333333333333,5051,1783.6,2026.5,NA,6244,4712.166666666667,4233,6773.2,3971.3333333333335,3875,4253,4434.5,5910.8,NA,5177.2,6472.2,2485,6769,NA,7367.5,5353.6,6528.2,7509.25,5245.8,3182.6666666666665,NA,NA,NA,3493,7581,7627.666666666667,3650.5,5269.833333333333,7129,9313
C/26/11,NA,NA,NA,NA,NA,30712.5,26634,33832,17937,15186,13382.833333333334,11365,13243,11448,10234,11569,11994.5,10717,4733,6239,5265,8354.5,8215,7649,9927.4,4988,7805,7174,8132,10453,6590,7378,9669,6779.5,11268,9418,10591,11697,11739,12603,8961,10467,10533.833333333334,11360,9084,11311,8397,0,0,0,0,0
C/26/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/27/11,7,15,16,17,21,12.833333333333334,8,14,8,7,8,9,23,13,6,11,3.5,8,2,2.3333333333333335,5,10.5,25,23,40.833333333333336,26,18,13,19,22,12,15,24,16.333333333333332,16,12,12,16,12,21,15,21,30,20,10,18.666666666666668,44,53,31,32,45,43.4
C/28/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/28/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/29/14,28010.5,27409,26486.833333333332,27116.833333333332,26663,26028,23314.666666666668,24416,23429,23744,19984,20109.833333333332,22065,20953.8,18718,17694.833333333332,19269.25,16091,11049,11581.5,10078.833333333334,16430,12309,11070,12302.5,9020,13722.333333333334,13569.5,14277,15365,11260,13076,15441,16165.333333333334,15298,13392.166666666666,11284,10406.666666666666,9507.166666666666,7886.666666666667,6193,6400.8,7043.4,7316,6086,7072,8267,9036,7759.5,8671,11558,11187.4
C/31/14,5587.75,6294,6095,5834.5,NA,8010.333333333333,13997,8703,10872,6526,7280,7066,10033,7006,7804,6893,9310,7943,4844,5247,5362,7177,7733,7379,7961.333333333333,5928,7357,7249,8013,7187,6899,6903,5862,7772.333333333333,7541,8165,8093.166666666667,7945,8583,8531,7360,6669,7847,6417,5837,8856.75,7855,8072,6632,6228,6604,5718
C/32/11,27982.5,34178,32936,35349,38396,37909.666666666664,40396,42267,42974,45939,50088,18693,30567,31976,24215,31077,30390.5,26579,16558.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/33/11,5517.75,5416,5795,7126,6510,7753.666666666667,7541,8921,8353,8521.333333333334,8367,7961,8485,8672,7661,4596,4483.5,3309,2152,1831,2137,2812,2728,1922.6666666666667,2102.8,1695,2439,2171,2231.8333333333335,2373,2493,4006.8,4022.2,3276,3396,2976,2774,2553,2725,2664,257,2620,3115,1643,1,6,1,1417,1606.5,2017,2470,3043
C/36/14,2569,3225.6,3176,2525.8333333333335,3599.1666666666665,3497.6666666666665,4470,3711,3726.3333333333335,4087,3631,3483,3336,3487.1666666666665,2777,2709,2961,2103.5,1789.6666666666667,2293.6666666666665,2021,3214.4,3295.25,2905,4317.25,1741,4025,3790,4132,3725,3601,3499,2744,3671.5,3777.2,3754,4066,4370,4143,4966,5407,3994,4730,4176,3796.3333333333335,4585,4908.166666666667,5414,4614,4183,1537,4389
C/40/14,12124,10684,NA,NA,NA,13440,10263.166666666666,12003.833333333334,13424,11724,10677,13596,10453,11491,10598,9037,11202.333333333334,7761.833333333333,6670,7475,6547,8530,8830,8136.333333333333,9919,10412,15754.2,18623,19296,11138,8680,10592,11906,11553.5,12099.5,11771,7395,9179.333333333334,9326,9667,7732,8807,9718,10411,8099,10549,11185,11703,9409,10934,12227,12202
C/43/14,38930.5,40611,47651,49133,32364.5,65445.8,54895.4,53029,59259,60077.5,44300.2,38107,38679,41906,35142,30249.333333333332,36842.75,28495,16708,24304,16321,22627,27325,28280,30406.6,22381,24984,23887,30666,27619,22818.833333333332,26514,19813,20871.666666666668,27637,29277,34788,34944,38545,37538,35734,30259.6,32872,36971.666666666664,24198,25533.666666666668,28897,36551,23578.333333333332,23982,33450.666666666664,28942.666666666668
C/45/15,26280.333333333332,7485.8,7323.166666666667,21305.2,22195.25,24323.833333333332,21112,20508.833333333332,20974.333333333332,22375.5,17133.666666666668,15564.5,15197,17236.8,16066.75,14333.666666666666,20216,16492,12610.5,15162,27202,20531,23124.5,20440,21346.5,24339,26705,22215.2,21326.666666666668,22258.25,23730,23625,21511,NA,27228.6,26178.25,30051,27279,26544,NA,29704.5,33800.666666666664,37732.333333333336,34252.4,25932.2,33856,29407,35571.666666666664,24762.5,NA,35138.6,NA
C/48/15,NA,NA,NA,NA,NA,NA,3578,3679,3534,3866,5021,7917,9920,11428,9181,13942.25,11080,8352,6505.333333333333,8412,9453,12122,10958,11193,10666.6,18002,20788,18579,20097,14621,284,68,44,17.5,5102,9915,10366,11230,10796,5268,3082,12337,14753,17332,16566,18987,20464,22297,20533,22115,22273,23285
C/51/15,45000.666666666664,40443,41930,41717.2,NA,46756.5,48649,46850,49268,47254,43577,37596,35163,43163,33991,39034,30121,18682,8709,13441.166666666666,9908.5,19790.4,19383,25789,30083.2,22855,10191,14795,15668,16708,12977,13445,15810,15710.333333333334,17842,17466,17141,17526,20764,18019,15725,16580,20595,19719,15030,17986,17673,21227,18363,19540,21632,23121
C/56/16,NA,NA,NA,NA,41811,47292,43629,46686,49739.666666666664,44567,34878,11565,14231,16360,12540,17267,28052.5,21141,1628,3014,2610,2959,3388,4642,7730.8,3711,5296,6287,7017,7785.166666666667,NA,3042.2,4337.666666666667,NA,NA,NA,15389.5,10088.4,NA,NA,13527.5,12374.6,NA,NA,NA,5082,5597.666666666667,NA,NA,3966.6666666666665,9022,13311
C/59/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/60/16,NA,NA,NA,NA,259,158.66666666666666,242,275,322,321,296.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/61/16,9315.25,9106,12071,13479,16789.5,15011.5,11536,6251,5972,7866,13778,6177,6876,6831,4617,6891,8746.5,4991,989,2293,1437,2881,3123,2573,3179.4,994,1626,2282,2283,2508,1762,2096,2295,2426.6666666666665,3530.3333333333335,1592,2472.4,1256,1972,3237,1917,2331,2905,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/63/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/01/09,40140.333333333336,43425.666666666664,NA,NA,43554,43991.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41223,NA,NA,NA,NA,NA
D/04/09,49260.75,49555.8,NA,NA,NA,22943.666666666668,23339,21819,23544,23369,20990,19176,20133,24272,22774,24403,25691.75,20186,11617,16540,16793,22422,22432,19236,23818.2,14919,25582,21505,25294,22976,20557,28266,24708,17819.666666666668,21784,25187,22412,8686,14543,19077,13856,17821,19223,20244,16187,18998,24613,37558,29174,37112,35295,31907
D/05/09,956.6666666666666,2412.6666666666665,NA,NA,NA,3206,3072,3620,3279,2533,3078,3565,3454,2525,1494,1911,2142,1737,2293,3185,2798,2225,1542,1779,2074.3333333333335,1646,1453,1915,2345,2289,1189,1304,1214,1297.3333333333333,1192,1582,2540,2774,2794,2355,2013,1810,2519,2527,1342,1593.2,1557,2562,6741,2664,1981,1834
D/06/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21553,28190,31919,33356,23670,27359,34771,40640,33365,35990,38230,34578
D/07/09,30417.333333333332,44289,NA,NA,NA,19446,28719,25143,25579,30107,32524,34634,38016,41276,40753,39457,36858.5,28237,21773,27144,25200,28820,25030,25607,30367.4,20393,29687,25512,27253,26914,18919,12371,27145,22911,27321,27878,25542,26965,25263,28083,21660,24789,30385,28699,23209,28383.6,35262.5,50418,38705,44444,43984,39194
D/08/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/09/09,NA,NA,NA,37963.333333333336,43339,53504,46037,41716,44934,48389,39044,42620,43652,47410,45084,49476,54955.25,45082,27185,31163,24361,29822,23217,23441,26192.6,18474,25545,23776,24913,25990,19950,23539.833333333332,27042,24145.333333333332,27301,29275,25240,25138,24074,28308,22568,23282,27816,26929,22466,24794,29535,39760,31764,36745,35788,35181
D/10/09,18870.25,21296.8,NA,NA,NA,19906.833333333332,21986,21890,21663,21422,18404,19441,21470,23715,19100,18016,22020.25,14323,8314,14480.666666666666,12569,18819,20832,17664,21614.833333333332,13614,20694,20429,20039,19140,15505,18140,24134,21651,25416,22461,23287,24046,21934,27926,24188,22842,28657,29788,17290,20539.166666666668,25887,34622,26576,29185,31919,30311
D/100/16,21753.666666666668,18189,16812,16042.6,NA,16399.833333333332,14502,13898,14873,15654,11639,11862,11676,12897,9357,11605,11525.5,12129,4592,6250,5863,8334,7088,8179,8381.8,4611,9663,8971,9390,10793,7987,11823,11600,8180.666666666667,11560,10713,9827,10795,10472,11609,8149,9154,11399,10102,7313,7987,11215,15312,13247,17267,15945,15557
D/102/16,12733,15481,11362,13265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6302.333333333333,6426,9453,3234,4138,3050,6158,6065,5865,6134.8,2735,6175,7666,7178,7603,5172,6187,5955,6685,6768,5359,6267,5586,6779,7402,4860,5008,7155,5951,4247,4018,6075,7040,5961,7763,6891,12847
D/103/16,NA,NA,434,1947,17220,11556,13989,24395,10449,18661,21314,20695,19351,19649,17550,24699,23559.666666666668,22664,11180,13948,12071,22916,11176,10981,13067.833333333334,6543,13293,12994,14541,14243,13063,13705,14337,12315.333333333334,14240,12015,14114,15810,15588,16855,11665,11625.833333333334,15477,13768,11447,13318,20502,19282,16751,10561,15787,15056
