pumpid,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
A/17/10,NA,9740.5,9755.666666666666,8562.166666666666,8858.5,9276.4,9331,6366.5,4742.5,5225.5,5323.5,6161.75,5407.5,5292,5726,6280.75,6791.75,5198.2,4263,4335.333333333333,4205.833333333333,5156,5193,4532,5726,4284,4536,4865,4606,6172.833333333333,4769.8,5880,5628,NA,6339.666666666667,5861.333333333333,NA,NA,4277,6083,4326,5433.75,NA,5530,NA,NA,8267,NA,6517,NA,5341,4452
A/18/10,23305.333333333332,26015.5,24745,22596,NA,26206.833333333332,21911,22211,25330.666666666668,23921.333333333332,20662.833333333332,19827.5,21875,20672,16548,19224,18413.5,17267,10085.6,11609.5,8673,11938,14614,9143.4,5657.4,7402,9670,10954,10966,11210.5,9581.833333333334,12397,14390.833333333334,12502,14410.666666666666,13913.666666666666,14566,15878,15952,15680,12204,11604.833333333334,15475,15210,11998,15395,21435,23461,18157,21659,22179.5,21327.25
B/02/09,2.3333333333333335,2504,5484.5,5623.333333333333,NA,6478.5,6583,6511,6452,4257,5247,6347,6808,8300.833333333334,6856,6164,6671,6434,4131.166666666667,5463,5938,5880,6220,4719.166666666667,4666.2,4011,4935,4603,5027,4834,3683,3918,3232,3035.6666666666665,4232.666666666667,3482,4476,5225,5705,5503,4334,4588,4720,4141,3668,3766,4293,5287.8,4445,3474.3333333333335,5433.166666666667,5759
B/03/09,9915.5,9536.333333333334,8996.4,9658,10293.5,10838.333333333334,10669.166666666666,10753.4,9927.4,11202.8,10929.333333333334,9133.25,10110.333333333334,10838.333333333334,11656.75,16359,14497,11326,8512,NA,9184,11109,9189.25,NA,NA,NA,8774.5,11035.5,9165.333333333334,11076.8,9942.333333333334,7728,11655,NA,9653,9300.2,9916.666666666666,9859,10749,12287,11061.166666666666,9808.166666666666,10815,11895,10167,11399,14163,15994,15822,15152,14733.833333333334,16862
B/08/09,14112,11368,11890.2,15081.5,14325.5,12922,NA,13405,13902,15820,15863.75,NA,18319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1176,0,0,0,0,0,0,0,0,0,10845.8,13256.833333333334,15291.5,17223.5,NA,NA,NA,15582,3087,11039,11305,14224,9863,9723,9915.5,9841
B/09/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/10/09,409.5,13065.5,18332,19760,18616.5,20499.5,18921,23310,20244,15402.333333333334,21204.4,25713.333333333332,27765.5,27050,27622,6058.5,NA,1369.6666666666667,12952.333333333334,22844.5,23808.4,24519.833333333332,26531,17740.8,12916.4,22987,25331,26388,24975,26060,25226,11906,848,844.6666666666666,665,12961,17585,24066,25625,19093,15860,25867,26751,26014,23057,10312,606,3987.6666666666665,452,17,9.8,114
B/100/22,NA,NA,56,3,1,2,1,3,5,0,0,2,1,2,1,9,0,1,3,1.1666666666666667,1,3,4,3,8.4,2,1.1666666666666667,1.75,3,6,2,1.4,1.1666666666666667,7,7,2,3,3,1,1,5,4,1,6,3,3,0,1,0,3,2,1
B/101/22,NA,NA,2009,740,1844,4088,2373,2820,1847,2734,943,1032,1437,1224,851,1044,1216.25,1531,560,596,635,689,859,980,793.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2303,NA,NA,NA,NA,NA,10.5,1.1666666666666667,3,1,5,1,8,0
B/103/22,NA,NA,NA,NA,NA,5737.666666666667,5490,3944,4995.2,6769,NA,NA,2881.6666666666665,NA,NA,NA,5086.666666666667,6219.5,NA,NA,NA,4614.75,6480.6,NA,NA,5971,5301,4747.4,5439,NA,NA,5022.5,5520,5061,7557,7049,5666.5,5842,4950,6477,5694.5,4417,5906,8339,1652,2996,6300,6998.833333333333,NA,11642.166666666666,7381,7066
B/104/22,NA,NA,NA,NA,NA,NA,5002.666666666667,4517,5885,7542,4978,5101.833333333333,4992,6110,5473,5293,4558.75,5263,2996,4489,4226,4038,6902,8541,12349.4,3812,5089,4317,4164,5050,4030,4590,5091,5560.333333333333,5690,4103,5052,4026,3983,4714,5517,3109,4201,7693,2941,4268,5011,5721,10303,11447,8651,8243
B/106/22,NA,NA,NA,NA,NA,NA,5638.5,6692,6527,5097,29,4,2,2,5,13,3.5,8,19,13,9,5,1,4,2.8,1,5,7,2,5,0,7,5,2.3333333333333335,1134,3083,2864,2677,4293,3838,18,2,2,7,3,5,0,14,4,3,1,1
B/107/22,NA,NA,NA,7632.333333333333,6292,6458.666666666667,NA,6279,8258,7704,7013,13543,12269,5764,8558,7958,6284.25,6965,4509.166666666667,6157,5946,7681,8498,9207,10564.166666666666,6616,5976,2681,7116,8439,7751,9060,8725,6099.333333333333,9357,8476,8387,7867,9484,9937,7165,8252,10205,11681,7948,9706.666666666666,10856,12083,11739,12038,12061,11573
B/109/23,NA,NA,NA,5033,6856,8084,6866,6850,6275,6408,5545,5933,5956,6317,5459,6190,6028.75,4762,3888,4573,5084,5907,6243,10415,14333.2,3970,6264,6159,6044,6610,5479,6542,6424,6479.666666666667,7582,6078,7053,6463,7771,8895,6195,7048,7871,9511,6069,6692,8474,7794,9626,12088,8886,8704
B/11/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/111/23,NA,NA,NA,1092,679,1638,757,846,1175,1205,1296,1005,772,1235.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/112/23,NA,NA,NA,10026.333333333334,23612,25832,17796,17495,16529,12634,8543.5,5739,7821,6020,5005,5334,6482,5065,2757,4742,5332,4103,3792,5511,6496,2906,223,372,54,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B/114/23,NA,NA,NA,NA,NA,528.5,310,557,674,276,262,1614,1221,2204,2446,1770,3276,2477,879,1109,1102,1258,2870,2663,581,2000,3062,2941,5770,10436,3234,3592,3705,6251,6436,4859,5171,5823,7092,7240,5115,5675,6500,7406,5967,6637,12061,9282,10586,12498,10421,11298
B/117/23,NA,NA,NA,6016.5,15515,15046,6579,4,0,0,5140,5486,7232,5125,4713,4314,4475.333333333333,4276,3604,4163.833333333333,3918,5427,8293,6250,9296,4086,9285,8240,7809,8341,6243,8085,12527,17558.333333333332,7691,5949,6116,6473,8241,8537,4158,3656,5697,6521,5988,8673,9451,8092,12435,8271,9836,8837
B/118/23,NA,NA,NA,8841,10102,12886,9207,8744,8680,8150,8298,7451,6880,7633,6449,7006,7873.25,7411,4476,5719,6108,7019,8247,8043,9381.166666666666,5169,8695,8287,7692,7321,6879,7601,8664,7448,9262,7062,9711,9282,10279,9877,9441,9666,9855,10064,8869,11318,13853,12289,6734,10719,12265,11527
B/119/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/12/10,4455.5,8622.6,15323,17030,18107,17145,19956,22235,20982,15544.2,18349,16335.2,16974,18617,16804,13757.333333333334,10052,5505.5,6524,7810.25,9867.2,11755.333333333334,12003.25,11410,12092.5,9582,13963,12822,12805.333333333334,13664,11207,9825,9572.5,9355.5,6522.6,8272.25,9356.2,10458,10525.2,12504,10140.666666666666,10659.833333333334,10711.75,9901,8969,7005.6,10748.5,13727,4592,NA,NA,0
B/121/23,NA,NA,NA,NA,NA,NA,10979.5,11765,10088,11625,12494,12693,15020,17433,14348,6715,6419,5484,3516,4964,1216,0,3396,4971,6808.2,3564,5843,5564,5279,5879,4082,3943,7165,6862.333333333333,5880,5826,5882,3012,8094,6487,4947,5179,5244,6974,5384,6245,7977,7669,8165,8238,7611,7927
B/122/23,NA,NA,NA,2614.5,15224,19211,4488,3387,3870,3843,9434,4523,5792,4365,10322,2847,5323.5,4071,2799,2892,2119,1815,2588,1978,2678.2,1113,3181,2135,2874,2719,1735,2015,6110,7483,2461,1859,2257,3184,2856,3741,2873,3117,2402,2129,1429,2633,4198,2085,4026,4805,3836,2762
B/125/26,NA,NA,NA,4908.4,11121,10479,7414,6374,8034,7799,6918,5945,6254,5606,3358,6047,5486.25,6476,3414.8333333333335,3690,3537,4392,5158,4425,4814.6,3062,3804,4010,3141,3031,2568,2645,4696,3269,3211,2746,2580,2584,3122,3210,3102,2539,2639,2702,1762,3915,4265,3463,5665,2768,3405,2962
B/126/26,NA,NA,NA,5369,10772,16993,13418,11033,10224,7437,10898,9612,11547,11411,6748,9681,6739.25,7200,3294,2843,3597,3627,4578,4454,5443.2,3154,4489,2964,3351,3638,2475,2454,3737,3320.3333333333335,2537,2482,2522,2433,3272,2979,3341,2348,3255,4562,2490,4002,5729,5547,6690,6368,6188,7622
B/127/26,NA,NA,NA,3818.5,4108,6547,2480,2549,2348,2386,1,3,104,0,0,0,0,0,0,0,0,34,18,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,105,77,70
B/129/26,NA,NA,203,987,2759,3546,353,139,98,184,0,0,13,0,0,2031.1666666666667,2642.5,2808,2199.1666666666665,2937,3624,5354,987,0,0,16,383.8333333333333,472.5,29,241,128,0,0,0,0,0,0,7,0,5,0,0,0,0,0,1022,0,0,41,0,0,0
B/13/10,NA,1340.5,504,25.666666666666668,52.5,2.3333333333333335,9.333333333333334,21,0,66.5,25.2,3264.3333333333335,9100,10160.5,6244,6999,5712,5071,5526.5,6659.333333333333,5369,5789,6114.5,5390,8634.5,5589.5,3535,3618,4471,3993,4835,7157,4158,3770.6666666666665,5273.333333333333,5607,7349,6521,7479.5,6488,6136,6680,8003,9080,5966.333333333333,7465,6889,7881,7641,6674,7456,9253
B/132/26,NA,NA,NA,NA,NA,173.25,1803,2768,2724,4708,2307,2409,1987,2657,1656,1720,1449,1845,1039,263,0,1074,1451,1642,2706.2,5036,4409,780,1591,2532,2722,3133,2661,1437.3333333333333,2515,1601,1779,1579,2146,2690,1985,1821,2355,2030,2437,4507,2448,2376,2196,2678,2389,2802
B/133/26,NA,NA,NA,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,1046.5,3019,7840,8041,2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B/134/27,NA,NA,NA,5206,17456,18396,7737,7232,7706,7909,8038,4521,5276,5404,5260,4527,4775.75,4373,2394,3052,2862,4302,5029,4276,6710.666666666667,3057,6536.833333333333,5947,6610,6522,3907,3743,5814,6995.333333333333,5790,4310,4749,4109,4933,4736,5152,3345,4713,5649,2869,5941,8484,9061,8094,8455,9085,9733
B/14/10,11508,10853.5,11401.25,11929.75,12159,13818,12349.75,12964,12750.5,11851,13156.5,12040,12145,10910.666666666666,10451,NA,10601.5,9261,6857.2,9227.4,7336,9257.5,9541,8654.333333333334,NA,7962.5,11307.333333333334,10523.333333333334,11529,10645.25,11795,10878,10607.8,10724,12156.666666666666,10097.5,9877,11434.5,11476.5,12075,14234.5,13793.5,12628,14514.5,12008.5,15309,NA,15753.5,15526,13443.5,14289.333333333334,15121
B/15/10,15291.5,12772,12789,12429.666666666666,11781,15573.833333333334,14912,14342,16514.166666666668,15110,14502,14884,12587.166666666666,12714.8,11211,12244.166666666666,13090,10020,6158,9929.5,9375,11489.333333333334,11660.6,9383.5,12237.4,6916,12036,12437,12150,12114,9356.666666666666,11229,12210,11498.666666666666,12981.5,11071.2,14063,13913,14030,14829.5,11671.333333333334,11041,12996.666666666666,12830,8781,6488,9012,9541,6927,6643,8277,9769
B/16/10,2051,2391,2468,2373,2700.6,2587.2,2395.4,2460,2373,2090.6666666666665,2661,2429,2605,2184,2096,1885,2555,1836,1666,1640.3333333333333,1519,1734,1894,1671,2108.4,1862,2195,2375.3333333333335,2129.1666666666665,2521,1857,1542,1625.4,1627.5,1571.5,1809.5,1540,1982,2016,2315,1579,1936.6666666666667,2079,1851.5,1880.6666666666667,1767.5,2305.3333333333335,2178.1666666666665,1739.5,1849,2045.1666666666667,2103
B/17/10,11798.5,11059,10778,11531.333333333334,NA,11912.833333333334,12191,11621,11777,12471,12111,11982,11549,11432.166666666666,10081,11227,9919,9475.666666666666,7730.8,10206,9359,10168.2,11459,10199,11935,8204,11882,10855,9548,10993,9515,10996,11156,10448.666666666666,11086,9916,11750,10995,11178,10319,9060,9822,11247,11151,10044,11183,12099,12544,9605,10444,11110.166666666666,11502
B/18/10,NA,5031.25,6545,4018,4102,5421.5,6364.166666666667,7406,6601,8228.5,6559,12351.5,8508.5,9394,7339.5,6952.75,NA,8561,6510,4442.666666666667,2706.2,4317.25,2572.5,2730,4018,5475.166666666667,3277.4,4988.2,2167.2,2523,2544.5,4847.5,3353,3899,6055,6405,4197.666666666667,4687.666666666667,NA,4208.75,5967.5,4141.2,5126.8,4432.75,4614.166666666667,4779.25,5448.333333333333,6021.4,4368,4207,4112.5,5734
B/21/10,14686,15334,16542,15022,NA,14889,15359,24893,15849,17107,20134,16967,17251,18334,14354,14276,18581.5,18131,8427,8877.166666666666,9198,10072,9602,7751,8467.666666666666,5653,9330,8962,9129,10422,9407,10532,10209,8841,9582,8268,9676,9402,10428,9746,9873,10229,10216,9960,7323,9993,13384,15547,13137,12097,12602,12324
B/24/10,10797.5,13879,12256,13015,NA,13715.333333333334,13849,13673,13842,15013,14778,17901.333333333332,10337.833333333334,9322,8429,7705,9417.333333333334,7409.5,4807.6,5227,4490,6664,6757,5894,8116.5,4933,7386,6617.333333333333,7778,8492.166666666666,7314,7511,6328,5957,8621,7559,7392,9197,11273,11009,8446,8456,8638,9908,7427,9730,9813,9884,8064,8983,9071,8089
B/28/11,18583.25,20428,19106,20591,18798,18418.166666666668,16321,16444,16207,20308,15885,11743,13047,15004,13509,13998,15580.25,12313,6112,10588,6443,5159,3151,4886,8888.6,338,0,0,0,0,0,0,6,16.333333333333332,66,43,9,0,0,0,0,0,0,43,15,1,0,0,0,0,0,0
B/31/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/33/11,2360.75,800,20,15,21,0,0,4,277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B/34/11,14008.75,14299,14226,16686,19992,24544.333333333332,24040,23235,25955,24133,21349,9688,12525,14900,6992,10188,11098.5,8645,2020,3011,2654,5403,4296,4270,7310.8,2550,3546,3941,4216,6120,2858,4014,5226,2660,9174,4011,5886,3431,7070,12153,5562,5827,9068,7878,2964,6175,6590,9345,5730,4976,10269,11365
B/38/12,0,0,0,59.5,11303.833333333334,18474,19864,21452,20181,20305,19738,14999,19296,20295,13225,16631,15053.5,11985,7807,9877,7952,11045,11759,12871,13127.8,9397,12537,12962,12072,13839,10776,12984,11432,12376,12776,10734,11542,11470,14884,15143,11697,12874,14543,15796,12087,16411,15516,4425,0,0,0,0
B/39/12,15962.333333333334,17619,20082,25837,NA,37299.5,37750,33322,30920,30255,22377,13459,15502,18727,10320,15679,11422.25,8951,3901,4408,3646,6035,5362,6395,7194.6,3591,4652,4495,5464,7481,5881,5633,4666,3836,8033,5704,6602.166666666667,5921,8182,10275,5854,7490,8640,8532,5222,7360.5,6174,8076,4909,6650,10211,10983
B/40/12,21666.75,21882,25207,31943,31033.333333333332,0,0,12308,33078,33255,19767,9284,14658,2508,4305,12209,11590.25,7320,4095,5946,5080,10737,9301,7742,11650.8,4420,6779,7888,8544,15554,10728,7526,10098,9019.5,18799,7751,8784,8947,13631,15826,7501,10400,16275,14334,619,1.75,5220,15167,8919,9283,7137,20917
B/42/12,5667.666666666667,30972,40006,39462,48125,53428.666666666664,67501,57242,56204,40285,39587,19147,23163,35186,12416,11239,25373.25,21926,7271.833333333333,24,3,1,7753,12276,15359.4,5243,7428,4141,4515,6541,3979,6437,5385,5261.666666666667,6663,4453,4445,4340,7358,7674,5606,7285,10433,10685,7079,13345.5,NA,NA,NA,NA,NA,NA
B/43/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/44/12,60256,64830,76688,77390,76241.66666666667,91402.5,92916,112039,130375,132857,96464,31018,46594,64141,30454,32975,38316.25,26285,10716,11896,10881,15080,14104,14277,17803.8,8935,12453,13512,13860,16771,12427,13091,13894,6080.666666666667,20203,12774,13598.666666666666,13781,18753,21485,13180,15308,21548,19712,10885,17619,17689,22243,15722,16369,22069,32706
B/46/13,1908.6666666666667,2919,3840,41,1506.75,1494.5,2262,2368,2162,2642,2714.8333333333335,1610,2638,3054,778,2614,1925,1701,269,262,203,458,332,426,586.6,149,223,224,332,457,226,342,451,291.6666666666667,67,286,473,392,1192,2177,1460,1278,1966,1403,28,23.8,1130,1263,579,710,1294,474
B/47/13,17613.75,17853,19199,24324,24760.75,28939.166666666668,29175,29813,31084,30526,24068,13202,16735,20494,8365,14245,14154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/48/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/49/13,3873.3333333333335,4226,5142,6026,8013.6,12520.666666666666,10094,9817,10769,9663,9069,6964,9717,11945,8631,14343,15478.75,9378.833333333334,4349,6623,5667,9220,10935,8665,9987.6,3776,6737,6970,7655,8923,5321,7307,7224,6426,11218,6923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/50/13,4516.75,5766,6729,7129,6703.666666666667,10097.5,8382,7340,8993,10907,6103,3570,5037,5328,2628,4692,4490.5,3103,870.3333333333334,1775,1267,3264,2922,1907,1890,564,934,1080,1982,2394,1090,1923,2206,2354.3333333333335,3324,1415,1863,1465,2074,2499,1947,1874,2451,1771,1625,1957.2,2177,2891,2388,3471,2602,3141
B/51/13,45549,42518,44230.2,NA,NA,36262.333333333336,47640,50009,59404,52966,40109,29966,33787,32408,26887,40151,19860.75,26678,9285,11453,10365,14701,4106,3811,10551.8,8772,9836,8131,10150,12265,10007,10814,10605,10105.666666666666,12192,9633,11354,10043,13455,20263,17192,15847,19205,1474,4344,11144,8471,10550,8845,8195,9107,12615
B/52/13,NA,NA,NA,NA,NA,NA,13519,12140,11788,10443,7714,5469,8652,9873.5,6453,8556,11163.25,7872,2961,3532,2799,3964,4989,5244,5733,3155,4017,4202,5080,5729,3692,4706,5189,5642,6520,3053,3123,4199,5330,6046,3845,5735,5609.333333333333,NA,NA,5047,3857,NA,NA,NA,NA,NA
B/56/14,21614.25,23102,26315,30113,39281.666666666664,42166.833333333336,34940,33166,39988,46612,29450,19934,25158,25929,18874,21510,19775,15008,7353,8797,7597,19869,24130,24406,17336.2,8830,19449,17830,19541,21302,13628,16531,12405,13505.333333333334,20387,16424,17740.8,12974,16673,20174,11813,12596,19166,18571,9350,13275.5,15413,23246,13272,12001,18638,19403
B/58/14,1157.3333333333333,1475,4759,6623,3500,4875.5,5010,4310,3792,3695,3279,1286,3457,4083,1161,205,0,480,24,316,386,459,194,0,0,57,79,288,233,440,694,890,137,382.6666666666667,265,726,441,424,1940,4851,670,163,2501,5655,180,435.4,97,640,46,0,0,100
B/59/14,23759.75,28231,33948,26687,32001,30352,24662,20147.166666666668,24851,31068,20940,19948,31206,27895,9362,22532,22872.5,22233,2222.5,5735,4819,8890,8783.833333333334,10440,13268.5,4606,7954,8642.666666666666,10599,12799,6419,9483.6,10039,10321.5,16551,7955,10810.8,11991,18443.833333333332,23662.333333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/60/14,27979,28996,15104,32024,32015,31598,34458,35433,38952,34505,26296,10998,8319,101,0,10908,18831.75,12975,1896,2753,3131,5618,5343,6270,10529.4,2889,6096,7886,5350,0,0,0,0,0,613,0,0,0,0,8100,2592,2991,7272,5263,1100,4495.4,3686,7617,1744,0,6,4266
B/62/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/63/14,81159.75,71632,72223,89831,84332.5,84184.8,83287,80502,87061,80208,61444,52437,82593,12546.333333333334,32854.5,44077.833333333336,77892.5,58111,27959,28354.666666666668,32480,40443,41214,49526,29971.666666666668,26310,39916,41352,40102,46659,36733,38511,43246,44606.333333333336,46276,36093,27301,34122,47591,55885,19395,550,35633,38449,27431,38909,43397,51297,38054,37918,46701,51654
B/65/14,21952,19726,25574,22300,24333.75,22400,24001.833333333332,23042,19861,21124,20609,19582,18613,19812,16923,17083,15123.5,14437,13021,10760,8729,9135,11568,11432,10525.2,7405,9050,9419,9545,8060,7403,8715,9561,7632.333333333333,10635,7910,8291,8222,9375,10458,8089,9431,9426,8938,8988,13683.833333333334,10348,11385,10360,8955,12828,12687
B/70/15,38839.5,38310,41652,41836.666666666664,NA,37972.666666666664,39289,39102,41461,38649,29989,25967,29436,35102,20396,25890,29624,20033,11952,18809,19466,24876,23933,25821,29218,14131,30100,28345,29732,36530,23475,25162,21128,14186.666666666666,24804,16857,16013,17417,23818,28885,12739,18022,25319,28522,12788,18615,15729,21413,18628,16070,22983,19373
B/80/16,NA,NA,NA,NA,NA,33346.6,37849,35280,46188.8,47124,NA,NA,29841,34728,29275,NA,37373,24652,15254.166666666666,10699.5,NA,427,0,0,0,23556.166666666668,24928,26038.6,26290,29685.25,22955,28134.166666666668,28383,13717.666666666666,NA,NA,14710.5,12068,16487.333333333332,19203,13427.4,14046.2,NA,NA,NA,14917,12899,NA,NA,NA,NA,NA
B/81/16,4811.333333333333,5354,6484,4138,4878,5615.166666666667,3383.3333333333335,4918,6455,5930,2817,1003.3333333333334,7575.166666666667,8622.833333333334,6300,7326,9525.25,5266,1617,2345,1519,1654.3333333333333,2401,2279,2210.6,1572.2,2816.3333333333335,2056.8333333333335,1764,2177,1300.8333333333333,1623,1912,1808.3333333333333,2623,2089.5,1455,1390,1783,2406.8333333333335,1483,1395,1860.8333333333333,2048.6666666666665,1359,1575,1774.5,3107,1542.8,2552,2972,3361
B/82/16,22001,26186,28572,NA,30492,46579,44692,46401,52409,54615,26500,7645,9818,12646,9091,11170,14829.5,13444.666666666666,2445.3333333333335,2859.5,1425.6666666666667,2570.75,3053.1666666666665,3209.5,3738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/83/16,1067.5,1981,1047,861,864,816,896,916,1168,743,705,1365,1021,996,768,590,525,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/85/16,34906.666666666664,0,24789,47672,26497,125,46814,57015,65097,61684,28029,24076,23483,27451,16732,36028,54122.25,37579,1885,12675,8980,18024,15807,23749,34088.6,18261,21153,18029,16564,20933,19950,13858.6,18736.666666666668,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B/87/16,11597.25,21666,24237,22347,25444,32714.5,35060,35865,36744,37278,28488,3370,4200,5444,4366.833333333333,NA,5940.666666666667,7507.5,NA,NA,NA,813.75,675,854,1778,345.3333333333333,808,899,952,1073.3333333333333,NA,701.4,756,504,601,952,952,566,1097,1593,649,781,1506,2074,187,561.4,840,1668,717,805,1419,1420
B/89/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/90/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/91/17,0,0,0,67.66666666666667,13,8,10,6,7,8,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/93/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B/96/22,NA,NA,NA,NA,NA,NA,935.6666666666666,1231,773,1001,1150,954,892,720,418,46,78.75,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4767,1160.25,2752.75,1325.8,1877.75,3375.75,5423,1972,3065
B/97/22,NA,NA,16716,14587,14984,14717,14874,13953,10028.666666666666,13077,12028.333333333334,16040.5,11546.5,14372,11205,13940,12957,14823.666666666666,9273,9912,9147,12070.333333333334,20227.666666666668,28095,32291,11096,16549,16346,16152,15449,15434,13932.333333333334,15244,16359,19818,15215,15349.833333333334,17394,25223,22533,21538,18181,17598,26298,17560.666666666668,23908.5,24490.666666666668,28597,26027,29676,28948,17861
B/98/12,NA,NA,NA,NA,NA,NA,18179,15049,15160,14589,12075,12567,13613,14963,11724,11060,12045.25,11234,8376.666666666666,9917,8400,13452,12483,13251,17236.8,9380,15192,13140,14454,13217,12125,13885,14646,13643,16901,13925,14714,15880,17272,18582,17192,17066,17873,20090,13627,18065,19165,19582,19713,22585,19751,18665
